class,filename,psnr,ssim
cloudy,train_10021.jpg,26.182139458350928,0.970307459798592
cloudy,train_10043.jpg,29.921849545991606,0.9789397932078956
cloudy,train_10070.jpg,28.59583344111097,0.9789811872266799
cloudy,train_10081.jpg,29.541416285799986,0.9772439205656104
cloudy,train_10096.jpg,32.135042284296645,0.9825426778758733
cloudy,train_101.jpg,22.62681163112799,0.8393411355962063
cloudy,train_10128.jpg,32.83923515014363,0.9925216844461172
cloudy,train_10166.jpg,26.095477862107547,0.9593430597415891
cloudy,train_10173.jpg,25.37163980291624,0.9220640839729378
cloudy,train_10177.jpg,34.9439614297592,0.994989985250738
cloudy,train_10201.jpg,30.334174084730385,0.9713115746800667
cloudy,train_10224.jpg,32.12415895633528,0.9800764625929002
cloudy,train_10225.jpg,27.922097703904903,0.9385864582407971
cloudy,train_10231.jpg,30.16658873398388,0.9790957915543339
cloudy,train_10263.jpg,31.4830575465838,0.9847360807979962
cloudy,train_10265.jpg,29.03871986421027,0.961728677801647
cloudy,train_10269.jpg,32.11189717494864,0.9822093495478587
cloudy,train_10293.jpg,29.909936671244452,0.9740664014730941
cloudy,train_10326.jpg,23.201491786802922,0.8838705935636713
cloudy,train_10333.jpg,19.430082084546136,0.881531430895127
cloudy,train_10389.jpg,33.15681054402556,0.9879654072338488
cloudy,train_10406.jpg,30.426884259107933,0.9713387233879688
cloudy,train_10421.jpg,30.721643842872695,0.982401056014669
cloudy,train_10451.jpg,19.917130566529398,0.8398689647161856
cloudy,train_10485.jpg,30.94068061870058,0.9843846237915431
cloudy,train_10493.jpg,20.848430280912666,0.8615416981120961
cloudy,train_10538.jpg,29.420466690798563,0.9743583429848074
cloudy,train_10540.jpg,33.3440855362845,0.9903447645925458
cloudy,train_10547.jpg,23.959466269511363,0.9608136015948905
cloudy,train_10552.jpg,30.90643630629844,0.9837630698818216
cloudy,train_10555.jpg,29.86411925139492,0.968086236183118
cloudy,train_10563.jpg,30.304114482137443,0.9852164033554041
cloudy,train_10566.jpg,26.710548436805794,0.9731841321696355
cloudy,train_10581.jpg,33.72063870569397,0.9856783187948287
cloudy,train_10598.jpg,25.702189241172807,0.9306723345752327
cloudy,train_1060.jpg,33.52489982399683,0.9918222119770636
cloudy,train_10609.jpg,33.351158908295496,0.9880829508884768
cloudy,train_10621.jpg,24.063914535565623,0.9657516607594439
cloudy,train_10642.jpg,22.16475111827772,0.9319641380882925
cloudy,train_10661.jpg,28.849513664869267,0.965688060459696
cloudy,train_10666.jpg,27.846278112699974,0.9599493121305113
cloudy,train_10667.jpg,23.78781973300603,0.9166530943101302
cloudy,train_10687.jpg,33.304582763894935,0.9897253554974466
cloudy,train_1070.jpg,30.31890988533761,0.9771903424003233
cloudy,train_10710.jpg,31.240483710110972,0.9807906522507802
cloudy,train_10788.jpg,30.186505872250006,0.9843061775044862
cloudy,train_10793.jpg,42.446856067617176,0.9986512967997305
cloudy,train_108.jpg,29.84911007065518,0.9809043349706011
cloudy,train_10816.jpg,29.10434845876358,0.9749874592567492
cloudy,train_10856.jpg,28.710829866044566,0.9633890180315202
cloudy,train_1086.jpg,29.353162774133693,0.9846867516232474
cloudy,train_10889.jpg,31.04606112370707,0.984100632462639
cloudy,train_10891.jpg,28.306267908349856,0.9747093845008851
cloudy,train_10908.jpg,22.824697409150193,0.9151066320461917
cloudy,train_1092.jpg,29.583206892338282,0.973467185925381
cloudy,train_10952.jpg,28.440557770806237,0.957508687897203
cloudy,train_11008.jpg,29.829700449665765,0.9704828502593212
cloudy,train_11047.jpg,23.477829400985883,0.8899118570175338
cloudy,train_11050.jpg,28.54138527720075,0.9712933725835722
cloudy,train_11118.jpg,24.62184611574237,0.8887004653844373
cloudy,train_11132.jpg,31.783981231743894,0.9890430533366955
cloudy,train_11150.jpg,26.947702538619694,0.9538227195303647
cloudy,train_11161.jpg,28.792748865693433,0.966238581479829
cloudy,train_11191.jpg,25.834282835830184,0.9406198832667809
cloudy,train_11211.jpg,28.597461578693952,0.9670492822440108
cloudy,train_11218.jpg,32.209554007421524,0.9817490984970861
cloudy,train_11240.jpg,28.20149474486609,0.9314493391922043
cloudy,train_11259.jpg,25.404322379864062,0.9585255254012278
cloudy,train_1126.jpg,33.87721308492329,0.9914803206524847
cloudy,train_11260.jpg,32.855091023565805,0.9837576052811331
cloudy,train_11283.jpg,21.24772353482111,0.8836861697679902
cloudy,train_11294.jpg,31.908915489717305,0.9890127336963326
cloudy,train_11301.jpg,28.893391260926467,0.9754665662594483
cloudy,train_11305.jpg,25.242699323855298,0.90001885882116
cloudy,train_11307.jpg,30.82638772669386,0.9818001053544042
cloudy,train_11312.jpg,24.11527062217417,0.8664416935265618
cloudy,train_11317.jpg,31.255868075732906,0.9795393920253035
cloudy,train_11325.jpg,29.716736650386906,0.9826482022416689
cloudy,train_11326.jpg,30.369849658426872,0.9762699703584848
cloudy,train_11352.jpg,20.862084429872574,0.8516650264685098
cloudy,train_11354.jpg,30.253365071155827,0.9783055961123319
cloudy,train_1140.jpg,28.189530033062464,0.9736887434086994
cloudy,train_11415.jpg,27.85554509546958,0.9717203982687308
cloudy,train_11486.jpg,29.63064119806349,0.9829911490597867
cloudy,train_11492.jpg,28.98567135529978,0.9846514495896305
cloudy,train_11512.jpg,29.48921150102771,0.9591608378813268
cloudy,train_11549.jpg,28.655265802117,0.9674329958106207
cloudy,train_11561.jpg,29.01135566970165,0.9648518510055352
cloudy,train_11569.jpg,30.847781099800763,0.9776060267332797
cloudy,train_11597.jpg,31.646929500175844,0.9813866489527833
cloudy,train_11644.jpg,30.47261881990287,0.9832504962443188
cloudy,train_11663.jpg,31.138766256560565,0.9820646332606744
cloudy,train_11673.jpg,31.277090616378104,0.9881452118221088
cloudy,train_11686.jpg,21.066199936735323,0.9155331253148763
cloudy,train_11706.jpg,18.47396068549903,0.8746536284362135
cloudy,train_11740.jpg,29.855388644071105,0.9797461681265833
cloudy,train_11757.jpg,30.352745044847165,0.9879012900593287
cloudy,train_118.jpg,28.347037737055686,0.9779064409784033
cloudy,train_11805.jpg,27.44217959156871,0.9133314644083728
cloudy,train_11820.jpg,26.838531561211283,0.9634422986658543
cloudy,train_11844.jpg,28.023846845689164,0.9722456743814203
cloudy,train_11871.jpg,27.811405360601434,0.9507392199060106
cloudy,train_11896.jpg,29.450214668573658,0.9697936688094271
cloudy,train_11904.jpg,23.122160165270905,0.9285372626400333
cloudy,train_11937.jpg,27.309766076679416,0.9723881444946869
cloudy,train_1194.jpg,25.33123222020243,0.9097290014489889
cloudy,train_11979.jpg,22.276674847124227,0.9216956802249181
cloudy,train_11981.jpg,30.29677655895007,0.9848912885250473
cloudy,train_12.jpg,24.3557897413889,0.9433067912249603
cloudy,train_12009.jpg,31.471882932571766,0.9871761941103769
cloudy,train_12016.jpg,31.52720405957953,0.9818027132633627
cloudy,train_12038.jpg,24.375210305046664,0.9696377005718464
cloudy,train_12058.jpg,29.79962890578749,0.9859346007745396
cloudy,train_12068.jpg,20.7436274952738,0.9075626051745841
cloudy,train_12072.jpg,24.016238899861,0.8932981477858819
cloudy,train_12089.jpg,33.156694596371445,0.9942300935420125
cloudy,train_12097.jpg,31.927638463079724,0.9907411430719009
cloudy,train_12112.jpg,29.11859838178525,0.9643487706701174
cloudy,train_12119.jpg,28.958518071588344,0.9754781694527753
cloudy,train_12191.jpg,31.180774678557967,0.9826359191824808
cloudy,train_12204.jpg,29.72885043501874,0.9839393967666935
cloudy,train_12211.jpg,24.719333749088158,0.8541377178482388
cloudy,train_12235.jpg,29.051816783318326,0.9682514172605873
cloudy,train_12239.jpg,21.560912191079208,0.9206092642839901
cloudy,train_12313.jpg,22.81818331025804,0.9301840089165834
cloudy,train_12316.jpg,26.570786773959938,0.9588942788926035
cloudy,train_12343.jpg,29.21094434431256,0.975662372440682
cloudy,train_12353.jpg,20.09580141848739,0.9158427062860314
cloudy,train_12360.jpg,28.77153717639934,0.9749182420490435
cloudy,train_12365.jpg,29.92596236219478,0.9813280413165933
cloudy,train_12421.jpg,20.56168718223368,0.914245881348348
cloudy,train_12500.jpg,29.66018228233291,0.9742418454176319
cloudy,train_12502.jpg,26.491895394233072,0.9691924254483579
cloudy,train_12517.jpg,25.151625708519518,0.9469486133851511
cloudy,train_12525.jpg,26.332034956980777,0.928002429352904
cloudy,train_12536.jpg,30.882068644952856,0.9780660877594647
